no_diacritics,with_diacritics
"Doanh nghiep khong duoc xoa bo hoac cat giam che do tien luong khi lao dong lam them gio, lam viec ban dem, che do boi duong bang hien vat va phuc loi khac theo quy dinh cua luat lao dong.","Doanh nghiệp không được xóa bỏ hoặc cắt giảm chế độ tiền lương khi lao động làm thêm giờ, làm việc ban đêm, chế độ bồi dưỡng bằng hiện vật và phúc lợi khác theo quy định của luật lao động."
"Ha Noi: Hang loat bat on tai KDT Van Khe, Ha Dong"": Nhieu cong trinh cong cong bi ho bien !.","Hà Nội: Hàng loạt bất ổn tại KĐT Văn Khê, Hà Đông"": Nhiều công trình công cộng bị hô biến !."
Du an Tay Nam Kim Giang I: Nguoi dan mon moi cho nhan tien boi thuong.,Dự án Tây Nam Kim Giang I: Người dân mòn mỏi chờ nhận tiền bồi thường.
Tuan tu 19 - 23/5: NHNN bom rong 823 ty dong tren OMO.,Tuần từ 19 - 23/5: NHNN bơm ròng 823 tỷ đồng trên OMO.
Nem rac tai dam cuoi dong tinh cua dao dien Han Quoc.,Ném rác tại đám cưới đồng tính của đạo diễn Hàn Quốc.
Ca si Hiphop tre Minh Anh: 'Dung am nhac de hoa nhap cong dong'.,Ca sĩ Hiphop trẻ Minh Anh: 'Dùng âm nhạc để hòa nhập cộng đồng'.
Bao so 5 se gay mua lon o Bac Bo.,Bão số 5 sẽ gây mưa lớn ở Bắc Bộ.
Kham pha nhung dieu thu vi tai cac cong vien noi tieng tren the gioi.,Khám phá những điều thú vị tại các công viên nổi tiếng trên thế giới.
Arsenal - Everton: Het co hoi!.,Arsenal - Everton: Hết cơ hội!.
Binh Dinh: Bat tau cho 150 con so tai tuong.,Bình Định: Bắt tàu chở 150 con sò tai tượng.
"Trai qua hai nam COVID-19, ho gan nhu kiet que nguon tai chinh.","Trải qua hai năm COVID-19, họ gần như kiệt quệ nguồn tài chính."
Hanh cong nhan du duong.,Hành công nhân đủ đường.
Tap doan Tan Tao chat vat vi du an nghin ty o Quang Ngai.,Tập đoàn Tân Tạo chật vật vì dự án nghìn tỷ ở Quảng Ngãi.
Tuan Hung giat toc My Tam.,Tuấn Hưng giật tóc Mỹ Tâm.
"Ngay 1-12, ga Sai Gon ban ve tau Tet 2013.","Ngày 1-12, ga Sài Gòn bán vé tàu Tết 2013."
Nhung cap doi quyen luc nhat lang tuc cau nam 2011.,Những cặp đôi quyền lực nhất làng túc cầu năm 2011.
JJJ (Nguoiduatin.vn) https://doisongphapluat.nguoiduatin.vn/docbaovn/vuong-be-boi-tron-thue-nhung-khong-bi-phong-sat-netizen-nghi-ngo-vien-bang-nghien-co-nguoi-chong-lung-cung-gia-the-khung-tintuc830951 Trang Thong tin dien tu Docbao.vn Cong ty Co phan Quang Minh Viet Nam Giay phep thiet lap Trang thong tin dien tu tong hop tren Internet so 2372/GP-STTTT cap ngay 29/8/2014.,JJJ (Nguoiduatin.vn) https://doisongphapluat.nguoiduatin.vn/docbaovn/vuong-be-boi-tron-thue-nhung-khong-bi-phong-sat-netizen-nghi-ngo-vien-bang-nghien-co-nguoi-chong-lung-cung-gia-the-khung-tintuc830951 Trang Thông tin điện tử Docbao.vn Công ty Cổ phần Quang Minh Việt Nam Giấy phép thiết lập Trang thông tin điện tử tổng hợp trên Internet số 2372/GP-STTTT cấp ngày 29/8/2014.
"Chiec vay co gia 3,75 USD.","Chiếc váy có giá 3,75 USD."
HP Pavilion dv4-1200 series - Bo tu hoan hao.,HP Pavilion dv4-1200 series - Bộ tứ hoàn hảo.
The he thu ba cua Galaxy S lo dien.,Thế hệ thứ ba của Galaxy S lộ diện.
Southampton 0-3 Man City: Man xanh leo len vi tri thu 2.,Southampton 0-3 Man City: Man xanh leo lên vị trí thứ 2.
Bao chi Anh dua tin ban than CR7 san sang giam 30% luong de gia nhap nua do thanh Madrid he nay.,Báo chí Anh đưa tin bản thân CR7 sẵn sàng giảm 30% lương để gia nhập nửa đỏ thành Madrid hè này.
Cach chan quang cao tren Skype.,Cách chặn quảng cáo trên Skype.
"Ben canh do, ve dep nhu tranh ve cua ngoi lang nay con den tu kien truc dam hoi huong Trung Hoa do co nhieu nguoi goc Hoa sinh song.","Bên cạnh đó, vẻ đẹp như tranh vẽ của ngôi làng này còn đến từ kiến trúc đậm hơi hướng Trung Hoa do có nhiều người gốc Hoa sinh sống."
Viec lap Cong dong kinh te ASEAN co the bi tri hoan.,Việc lập Cộng đồng kinh tế ASEAN có thể bị trì hoãn.
Vinh 'sung'!.,Vinh 'súng'!.
Ong Obama: Moi de doa khung bo doi voi My da buoc vao giai doan moi.,Ông Obama: Mối đe dọa khủng bố đối với Mỹ đã bước vào giai đoạn mới.
Dem nghe chop be mua nguon....,Đêm nghe chớp bể mưa nguồn....
Anh cuoi lang man cua cap doi yeu 5 thang la cuoi.,Ảnh cưới lãng mạn của cặp đôi yêu 5 tháng là cưới.
"Tuong TQ ngang nguoc tuyen bo ""dua vu khi ra Truong Sa la chuyen binh thuong"".","Tướng TQ ngang ngược tuyên bố ""đưa vũ khí ra Trường Sa là chuyện bình thường""."
"Theo do, cac cap CD tich cuc phoi hop voi chinh quyen va chuyen mon dong cap trien khai thuc hien chinh sach phap luat co lien quan truc tiep den NLD, dac biet chu trong to chuc tap huan Bo luat Lao dong nam 2019.","Theo đó, các cấp CĐ tích cực phối hợp với chính quyền và chuyên môn đồng cấp triển khai thực hiện chính sách pháp luật có liên quan trực tiếp đến NLĐ, đặc biệt chú trọng tổ chức tập huấn Bộ luật Lao động năm 2019."
Nhung nguoi bieu tinh yeu cau Tong thong Gotabaya Rajapaksa tu chuc vi quan ly yeu kem./.,Những người biểu tình yêu cầu Tổng thống Gotabaya Rajapaksa từ chức vì quản lý yếu kém./.
"Raphinha muon den Nou Camp he nay, nhung thanh bai o thuong vu nay phu thuoc vao so tien chuyen nhuong ma Barca dua ra.","Raphinha muốn đến Nou Camp hè này, nhưng thành bại ở thương vụ này phụ thuộc vào số tiền chuyển nhượng mà Barca đưa ra."
Quy hoach phai di truoc voi chat luong tot.,Quy hoạch phải đi trước với chất lượng tốt.
Cac vu sap khan dai o cac vung nong thon cua Colombia la hiem nhung khong phai la chua tung xay ra.,Các vụ sập khán đài ở các vùng nông thôn của Colombia là hiếm nhưng không phải là chưa từng xảy ra.
Ngoai truong My cam ket bao ve Nhat truoc Trieu Tien.,Ngoại trưởng Mỹ cam kết bảo vệ Nhật trước Triều Tiên.
Phat hien them duoc 2 thi the tai bai vang Sa Phin.,Phát hiện thêm được 2 thi thể tại bãi vàng Sa Phìn.
Cristiano Ronaldo gap go BHL MU.,Cristiano Ronaldo gặp gỡ BHL MU.
'Muc so thi' 'xuong do choi tinh duc lon nhat the gioi.,'Mục sở thị' 'xưởng đồ chơi tình dục lớn nhất thế giới.
Cuu Bo truong Quoc phong My: Qua sai lam khi can thiep quan su o Iraq.,Cựu Bộ trưởng Quốc phòng Mỹ: Quá sai lầm khi can thiệp quân sự ở Iraq.
Thu sau cua ban (25/12).,Thứ sáu của bạn (25/12).
Mark Zuckerberg chi xem Facebook vai phut moi sang.,Mark Zuckerberg chỉ xem Facebook vài phút mỗi sáng.
Truy cuu hinh su nguoi dung dau neu gay lang phi.,Truy cứu hình sự người đứng đầu nếu gây lãng phí.
Giao ban cong tac tuyen giao cac dang uy truc thuoc T.U.,Giao ban công tác tuyên giáo các đảng ủy trực thuộc T.Ư.
Giam doc benh vien lap khong hon 13.000 ho so 'ma' de truc loi.,Giám đốc bệnh viện lập khống hơn 13.000 hồ sơ 'ma' để trục lợi.
Nhan sac Lam Chi Khanh va my nhan chuyen gioi Nong Poy.,Nhan sắc Lâm Chi Khanh và mỹ nhân chuyển giới Nong Poy.
Tong Bi thu Nguyen Phu Trong chuc Tet TTXVN va Van phong TW Dang.,Tổng Bí thư Nguyễn Phú Trọng chúc Tết TTXVN và Văn phòng TW Đảng.
"""Toi den tung nha, roi quan sat, ghi nhan.","""Tôi đến từng nhà, rồi quan sát, ghi nhận."
Binh Dinh ky luat ca nhan sai pham trong vu san phu tu vong o Phu My.,Bình Định kỷ luật cá nhân sai phạm trong vụ sản phụ tử vong ở Phù Mỹ.
"Ha Noi: Dung xe kiem tra, phat hien lung tai xe day vet mau.","Hà Nội: Dừng xe kiểm tra, phát hiện lưng tài xế đầy vết máu."
Ngam Hoa hau Pham Huong dep noi bat va toa sang giua dam dong.,Ngắm Hoa hậu Phạm Hương đẹp nổi bật và tỏa sáng giữa đám đông.
DT nu Viet Nam - Han Quoc: Dang cap chenh lech.,ĐT nữ Việt Nam - Hàn Quốc: Đẳng cấp chênh lệch.
Anh em nha ech tro thanh sinh vat canh.,Anh em nhà ếch trở thành sinh vật cảnh.
Giam doc cong ty Duoc nhap thuoc tri ung thu 'dom' hau toa.,Giám đốc công ty Dược nhập thuốc trị ung thư 'dỏm' hầu tòa.
"So voi cuoi thang 4, tien gui cua nhom khach hang dan cu tai cac to chuc tin dung trong thang 5 tang toi gan 40.000 ty dong.","So với cuối tháng 4, tiền gửi của nhóm khách hàng dân cư tại các tổ chức tín dụng trong tháng 5 tăng tới gần 40.000 tỷ đồng."
Co vua dam nhan vai tro MC cung nhu trinh dien tai su kien Dai nhac hoi - Nguoi dep Bien.,Cô vừa đảm nhận vai trò MC cũng như trình diễn tại sự kiện Đại nhạc hội - Người đẹp Biển.
"Ngay mai, Tong Thu ky Lien doan Arab tham Trung Quoc.","Ngày mai, Tổng Thư ký Liên đoàn Arab thăm Trung Quốc."
Cong bo ket qua dau thau trai phieu do thi Tp.HCM.,Công bố kết quả đấu thầu trái phiếu đô thị Tp.HCM.
"Bao so 10 co 9 lan doi huong, manh 'hiem thay'.","Bão số 10 có 9 lần đổi hướng, mạnh 'hiếm thấy'."
PV Bo truong Tai Chinh Vuong Dinh Hue ve viec gia xang giam them 600 dong moi lit.,PV Bộ trưởng Tài Chính Vương Đình Huệ về việc giá xăng giảm thêm 600 đồng mỗi lít.
Ngo nghinh voi sieu mau nhi dom dang.,Ngộ nghĩnh với siêu mẫu nhí đỏm dáng.
Tieu doi cun con vay meo.,Tiểu đội cún con vây mèo.
Khong su dung thuoc misoprostol gay chuyen da tren thai phu du thang.,Không sử dụng thuốc misoprostol gây chuyển dạ trên thai phụ đủ tháng.
Khoi to nhom chuyen cuop tien cac doi tinh nhan.,Khởi tố nhóm chuyên cướp tiền các đôi tình nhân.
"Thai Lan ban lenh gioi nghiem, dinh chi hien phap sau dao chinh.","Thái Lan ban lệnh giới nghiêm, đình chỉ hiến pháp sau đảo chính."
Can mo rong quyen khoi kien hanh chinh tai Toa an.,Cần mở rộng quyền khởi kiện hành chính tại Tòa án.
Chet do ca do bong da.,Chết do cá độ bóng đá.
Khanh Hoa dieu hanh tuyen truyen phong chong tac hai thuoc la.,Khánh Hòa diễu hành tuyên truyền phòng chống tác hại thuốc lá.
"Bao so 15 vao Bien Dong, cach dao Song Tu Tay 530km.","Bão số 15 vào Biển Đông, cách đảo Song Tử Tây 530km."
Arsenal phai canh tranh voi Bayern trong thuong vu Guillermo Cuadrado.,Arsenal phải cạnh tranh với Bayern trong thương vụ Guillermo Cuadrado.
LDLD Hai Ba Trung ton vinh cong nhan vien chuc lao dong.,LĐLĐ Hai Bà Trưng tôn vinh công nhân viên chức lao động.
"Chiem nguong tai nang cua tan binh Bayern Munich, Joshua Kimmich.","Chiêm ngưỡng tài năng của tân binh Bayern Munich, Joshua Kimmich."
Dao dien Naofumi Higuchi chia se bi soc vi tin tuc.,Đạo diễn Naofumi Higuchi chia sẻ bị sốc vì tin tức.
Luat su can duoc bao ve.,Luật sư cần được bảo vệ.
Coi chung ngo doc voi mon dua muoi.,Coi chừng ngộ độc với món dưa muối.
Thai Thanh Loan - Hoa khoi Duyen dang SV DH Quoc gia TP.HCM 2013.,Thái Thanh Loan - Hoa khôi Duyên dáng SV ĐH Quốc gia TP.HCM 2013.
Thai Lan truy na nghi pham thu 14 lien quan vu danh bom.,Thái Lan truy nã nghi phạm thứ 14 liên quan vụ đánh bom.
"Tan dung van hoi ""co cau dan so vang"" dua dat nuoc di len.","Tận dụng vận hội ""cơ cấu dân số vàng"" đưa đất nước đi lên."
Kham pha ngoi lang toan 'nguoi ngoai hanh tinh'.,Khám phá ngôi làng toàn 'người ngoài hành tinh'.
Mon moi cho xe vao Nam.,Mòn mỏi chờ xe vào Nam.
Napoleon van nhan duoc thu dieu tra cua chinh phu Phap.,Napoleon vẫn nhận được thư điều tra của chính phủ Pháp.
Viet Nam sam 'sat thu nao sau khi My do bo cam van vu khi.,Việt Nam sắm 'sát thủ nào sau khi Mỹ dỡ bỏ cấm vận vũ khí.
Chi 2 trieu USD lam xalo.vn.,Chi 2 triệu USD làm xalo.vn.
"Tuy nhien, nguoi ta cho rang do chi la phat bieu tao 'be noi', con thuc te Barca rat muon ban cuu tien ve Ajax.","Tuy nhiên, người ta cho rằng đó chỉ là phát biểu tạo 'bề nổi', còn thực tế Barca rất muốn bán cựu tiền vệ Ajax."
Phat dong cuoc thi y tuong quy hoach va thiet ke do thi khu vuc Ho Guom.,Phát động cuộc thi ý tưởng quy hoạch và thiết kế đô thị khu vực Hồ Gươm.
Giup ban khong ngai kho khan.,Giúp bạn không ngại khó khăn.
"'Cay' Atletico, Messi khong cho Simeone len tuyen.","'Cay' Atletico, Messi không cho Simeone lên tuyển."
"Dam xa beng xuyen cua phong ve sinh quan nhau, sat hai doi phuong.","Đâm xà beng xuyên cửa phòng vệ sinh quán nhậu, sát hại đối phương."
Tu 1/7 thu nhap 9 trieu dong/thang phai nop thue TNCN.,Từ 1/7 thu nhập 9 triệu đồng/tháng phải nộp thuế TNCN.
Cong nhan bi may xuc de chet.,Công nhân bị máy xúc đè chết.
Vi mot moi truong xa hoi lanh manh cho tuoi tre (bai 1).,Vì một môi trường xã hội lành mạnh cho tuổi trẻ (bài 1).
Du an Tricon Towers: Canh bao quan ly du an xay dung.,Dự án Tricon Towers: Cảnh báo quản lý dự án xây dựng.
Gio lua tron hoa chat gay phat sang?.,Giò lụa trộn hóa chất gây phát sáng?.
Nuoc mat sau tam huy chuong (2): Noi buon 'ba ban rau' tung sang Hy Lap.,Nước mắt sau tấm huy chương (2): Nỗi buồn 'bà bán rau' từng sang Hy Lạp.
Don cho non bao hiem dom via he.,Dọn chợ nón bảo hiểm dỏm vỉa hè.
Vuon thu tan doc nhat the gioi giet dan cac dong vat.,Vườn thú tàn độc nhất thế giới giết dần các động vật.
Gia vang gan nhu khong doi.,Giá vàng gần như không đổi.
PVN se tiep tuc ho tro cho PET.,PVN sẽ tiếp tục hỗ trợ cho PET.
Gia xe o to giam manh do cat giam thue.,Giá xe ô tô giảm mạnh do cắt giảm thuế.
"Ngay ay, chung toi lam phim vui lam"". Va voi dao dien - NSUT Nguyen Huu Phan, Le Cong Tuan Anh thuc su la mot dien vien dac biet, la nguoi nghe si ong an tuong nhat trong cuoc doi lam phim cua minh.","Ngày ấy, chúng tôi làm phim vui lắm"". Và với đạo diễn - NSƯT Nguyễn Hữu Phần, Lê Công Tuấn Anh thực sự là một diễn viên đặc biệt, là người nghệ sĩ ông ấn tượng nhất trong cuộc đời làm phim của mình."
Pham toi vi mang theo dao.,Phạm tội vì mang theo dao.
Duoi ngua dai nhat the gioi.,Đuôi ngựa dài nhất thế giới.
Ki luc the gioi: Gui 566.607 tin nhan mot thang.,Kỉ lục thế giới: Gửi 566.607 tin nhắn một tháng.
Thu mon Rustu gia tu su nghiep thi dau quoc te.,Thủ môn Rustu giã từ sự nghiệp thi đấu quốc tế.
Dung hang rao ngan loi di cua nguoi khac.,Dựng hàng rào ngăn lối đi của người khác.
Trung binh moi hec-ta che o Tra Van co the cho thu nhap khoang 100 trieu dong/nam.,Trung bình mỗi héc-ta chè ở Trà Vân có thể cho thu nhập khoảng 100 triệu đồng/năm.
Vo moi cuoi cua sao Barcelona khoe dang nuot na cung bikini.,Vợ mới cưới của sao Barcelona khoe dáng nuột nà cùng bikini.
"Ngay 9/6, ong Dang Van Minh, Chu tich UBND tinh Quang Ngai, kien nghi Tong cong ty Dau tu phat trien Duong cao toc Viet Nam (VEC) giai quyet dut diem cac ton tai cua du an lien quan den duong cao toc Da Nang - Quang Ngai.","Ngày 9/6, ông Đặng Văn Minh, Chủ tịch UBND tỉnh Quảng Ngãi, kiến nghị Tổng công ty Đầu tư phát triển Đường cao tốc Việt Nam (VEC) giải quyết dứt điểm các tồn tại của dự án liên quan đến đường cao tốc Đà Nẵng - Quảng Ngãi."
Dong gia nha su di quyen gop tien.,Đóng giả nhà sư đi quyên góp tiền.
Hi vong ve vac-xin phong AIDS voi cac khang the moi.,Hi vọng về vắc-xin phòng AIDS với các kháng thể mới.
"Noi thanh bi buc, do thi sinh thai ven do len ngoi.","Nội thành bí bức, đô thị sinh thái ven đô lên ngôi."
Giua bon be va uoc vong.,Giữa bộn bề và ước vọng.
"""Do la van hoa cua nguoi Indonesia goc Hoa.","""Đó là văn hóa của người Indonesia gốc Hoa."
Thai Lan bo phieu bat tin nhiem Chinh phu.,Thái Lan bỏ phiếu bất tín nhiệm Chính phủ.
"Tuy vay, nguoi tiem vaccine COVID-19 du lieu neu nhiem benh cung se khong co trieu chung hoac trieu chung nhe, cang ngay cang giong nhu cam cum.","Tuy vậy, người tiêm vaccine COVID-19 đủ liều nếu nhiễm bệnh cũng sẽ không có triệu chứng hoặc triệu chứng nhẹ, càng ngày càng giống như cảm cúm."
Tiger Woods: Loi sam hoi cong khai.,Tiger Woods: Lời sám hối công khai.
"Cu the, xang giam tu 2.000 dong/lit xuong muc san 1.000 dong/lit; Nhien lieu bay giam tu 1.500 dong/lit xuong muc san 1.000 dong/lit; Dau diesel giam tu 1.000 dong/lit xuong muc san 500 dong/lit; Dau mazut, dau nhon giam tu 1.000 dong/lit xuong muc san 300 dong/lit; Mo nhon giam tu 1.000 dong/kg xuong muc san 300 dong/kg; Dau hoa giu muc 300 dong/lit vi day la muc san trong khung muc thue.","Cụ thể, xăng giảm từ 2.000 đồng/lít xuống mức sàn 1.000 đồng/lít; Nhiên liệu bay giảm từ 1.500 đồng/lít xuống mức sàn 1.000 đồng/lít; Dầu diesel giảm từ 1.000 đồng/lít xuống mức sàn 500 đồng/lít; Dầu mazut, dầu nhờn giảm từ 1.000 đồng/lít xuống mức sàn 300 đồng/lít; Mỡ nhờn giảm từ 1.000 đồng/kg xuống mức sàn 300 đồng/kg; Dầu hỏa giữ mức 300 đồng/lít vì đây là mức sàn trong khung mức thuế."
Di du lich quoc te chi voi 1.690.000 dong.,Đi du lịch quốc tế chỉ với 1.690.000 đồng.
"Tien dao nay hua hen co nhieu dat dien hon khi chi canh tranh voi hai ""ong lao"" la Ibrahimovic va Giroud.","Tiền đạo này hứa hẹn có nhiều đất diễn hơn khi chỉ cạnh tranh với hai ""ông lão"" là Ibrahimovic và Giroud."
